Fund,Fund Name,Dept,Department,Cost Center,CC Name,Account,Description, FY2012 Budget 
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,511115,Vehicle Repair & Maintenance Supplies," 6,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,511125,Food Supplies," 3,086 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,511150,Miscellaneous Parts & Supplies," 13,207 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520107,Computer Info/Contr," 386,560 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520109,Medical Dental & Laboratory Services," 8,660 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520110,Management Consulting Services," 100,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520114,Miscellaneous Support Services," 89,880 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520122,Office Equipment Services," 15,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520123,Vehicle & Motor Equipment Services," 389,352 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520127,Structural Construction Work Services," 7,500 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520510,Mail/Delivery Services," 1,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520515,Print Shop Services, 180 
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520520,Printing & Reproduction Services," 22,704 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520705,Insurance Fees," 523,868 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520765,Membership & Professional Fees, 470 
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520805,Education & Training," 4,571 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520815,Tuition Reimbursement," 794,496 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520905,Travel - Training Related," 3,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520910,Travel - Non-Training Related," 4,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,521715,Office Equipment Rental," 120,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,521725,Other Rental," 42,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,521730,Parking Space Rental," 394,680 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522305,Freight Charges, 250 
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522430,Miscellaneous Other Services & Charges," 7,900 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522722,KRONOS Service Chargeback," 260,001 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522723,Drainage Fee Service Chargeback," 139,940 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522780,Interfund Photo Copy Services," 675,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522795,Other Interfund Services," 500,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522840,Interfund Permit Center Rent Chargeback," 407,235 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,551040,Non-Capital Other," 140,000 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500010,Salary Base Pay - Civilian," 802,602 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500020,Salary Base Pay - Classified," 570,639 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500050,Sal-Edu/Incen-Classfd," 50,725 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500060,Overtime - Civilian," 3,428 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500070,Overtime - Classified," 7,298 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500110,Bilingual Pay - Civilian, 830 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500130,Equipment Allowance-Classified," 15,640 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500160,Training Incent.-Classified," 54,189 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500190,Temporary Higher Class Pay, 132 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,501020,Clothing Allowance - Classified," 4,775 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,501070,Pension - Civilian," 144,469 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,501090,Pension - Police," 356,716 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,501140,Third Party Disability B-Classified," 4,511 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,502010,FICA - Civilian," 57,946 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,502020,FICA - Classified," 9,369 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503010,Health Ins-Act Civilian," 93,126 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503015,Basic Life Insurance - Active Civilian, 477 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503020,Health Ins.Act-Classified," 90,706 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503025,Basic Life Insurance - Active Classified, 337 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503060,Long Term Disability-Civilian, 935 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503080,Workers Compensation-Classified-Admin," 1,760 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503090,Workers Compensation-Civilian-Admin," 2,200 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,504030,Unemployment Claims - Administration, 385 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,511045,Computer Supplies," 2,006 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,511055,Publications & Printed Materials," 3,750 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,511070,Miscellaneous Office Supplies ," 1,000 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,511120,Clothing," 1,266 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,511150,Miscellaneous Parts & Supplies, 56 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,520107,Computer Info/Contr," 8,265 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,520142,Classified C.S. Arbitration Cost ," 75,000 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,520765,Membership & Professional Fees, 370 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,520805,Education & Training," 1,306 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,520905,Travel - Training Related," 2,000 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,520910,Travel - Non-Training Related," 4,000 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,521905,Legal Services," 14,220 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,522430,Miscellaneous Other Services & Charges," 1,000 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500010,Salary Base Pay - Civilian," 1,595,155 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500020,Salary Base Pay - Classified," 1,106,661 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500040,Salary Assignment Pay - Classified," 3,329 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500050,Sal-Edu/Incen-Classfd," 38,472 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500060,Overtime - Civilian," 6,837 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500070,Overtime - Classified," 15,467 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500110,Bilingual Pay - Civilian," 4,930 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500120,Bilingual Pay - Classified," 7,356 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500130,Equipment Allowance-Classified," 32,949 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500160,Training Incent.-Classified," 113,232 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500190,Temporary Higher Class Pay, 116 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,501020,Clothing Allowance - Classified, 341 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,501070,Pension - Civilian," 287,126 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,501090,Pension - Police," 213,932 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,501140,Third Party Disability B-Classified," 9,599 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,502010,FICA - Civilian," 121,567 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,502020,FICA - Classified," 13,864 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503010,Health Ins-Act Civilian," 209,299 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503015,Basic Life Insurance - Active Civilian, 947 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503020,Health Ins.Act-Classified," 155,166 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503025,Basic Life Insurance - Active Classified, 651 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503060,Long Term Disability-Civilian," 2,465 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503080,Workers Compensation-Classified-Admin," 3,520 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503090,Workers Compensation-Civilian-Admin," 5,800 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503100,Workers Compensation-Civilian-Claim, 50 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,504030,Unemployment Claims - Administration," 1,085 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511040,Audiovisual Supplies," 2,836 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511045,Computer Supplies," 2,266 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511050,Paper & Printing Supplies, 186 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511055,Publications & Printed Materials, 336 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511070,Miscellaneous Office Supplies ," 8,800 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511125,Food Supplies, 806 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511150,Miscellaneous Parts & Supplies, 276 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,520114,Miscellaneous Support Services, 680 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,520520,Printing & Reproduction Services," 4,960 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,520765,Membership & Professional Fees," 1,000 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,520805,Education & Training," 1,959 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,520905,Travel - Training Related," 3,000 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,520910,Travel - Non-Training Related," 7,000 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,500010,Salary Base Pay - Civilian," 566,656 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,500060,Overtime - Civilian," 1,367 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,500110,Bilingual Pay - Civilian, 830 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,501070,Pension - Civilian," 101,998 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,501160,Vehicle Allowance - Civilian," 2,100 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,502010,FICA - Civilian," 40,985 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,503010,Health Ins-Act Civilian," 51,739 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,503015,Basic Life Insurance - Active Civilian, 336 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,503060,Long Term Disability-Civilian, 595 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,503090,Workers Compensation-Civilian-Admin," 1,400 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,504030,Unemployment Claims - Administration, 315 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,511070,Miscellaneous Office Supplies ," 3,600 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,511150,Miscellaneous Parts & Supplies, 136 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,520515,Print Shop Services, 210 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,520765,Membership & Professional Fees, 500 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,520805,Education & Training, 653 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,520905,Travel - Training Related," 5,000 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,520910,Travel - Non-Training Related," 2,000 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,521610,Voice Services," 1,640 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,521730,Parking Space Rental," 9,680 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,522430,Miscellaneous Other Services & Charges," 10,000 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500010,Salary Base Pay - Civilian," 870,828 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500020,Salary Base Pay - Classified," 4,783,371 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500040,Salary Assignment Pay - Classified," 2,171 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500050,Sal-Edu/Incen-Classfd," 169,244 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500060,Overtime - Civilian," 18,187 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500070,Overtime - Classified," 55,642 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500090,Premium Pay - Civilian," 8,376 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500110,Bilingual Pay - Civilian, 950 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500120,Bilingual Pay - Classified," 29,374 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500130,Equipment Allowance-Classified," 149,262 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500150,Shift Differential Pay-Classified," 71,620 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500160,Training Incent.-Classified," 502,612 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500170,Weekend Prem Pay-Classified," 61,308 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500190,Temporary Higher Class Pay, 674 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501020,Clothing Allowance - Classified," 11,258 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501070,Pension - Civilian," 156,749 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501090,Pension - Police," 998,856 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501140,Third Party Disability B-Classified," 42,947 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,502010,FICA - Civilian," 68,724 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,502020,FICA - Classified," 62,872 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503010,Health Ins-Act Civilian," 84,598 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503015,Basic Life Insurance - Active Civilian, 520 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503020,Health Ins.Act-Classified," 719,647 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503025,Basic Life Insurance - Active Classified," 2,819 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503060,Long Term Disability-Civilian," 1,445 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503080,Workers Compensation-Classified-Admin," 15,279 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503090,Workers Compensation-Civilian-Admin," 3,400 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503110,Workers Compensation-Classified-Claim," 2,220 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,504030,Unemployment Claims - Administration," 55,620 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,511070,Miscellaneous Office Supplies ," 1,200 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,511150,Miscellaneous Parts & Supplies, 526 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,520765,Membership & Professional Fees, 160 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,521610,Voice Services," 2,680 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,522430,Miscellaneous Other Services & Charges," 2,000 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500010,Salary Base Pay - Civilian," 71,122 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500020,Salary Base Pay - Classified," 343,558 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500040,Salary Assignment Pay - Classified, 228 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500050,Sal-Edu/Incen-Classfd," 37,624 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500060,Overtime - Civilian," 3,907 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500070,Overtime - Classified," 6,909 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500110,Bilingual Pay - Civilian, 830 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500130,Equipment Allowance-Classified," 14,725 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500160,Training Incent.-Classified," 56,574 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500190,Temporary Higher Class Pay, 132 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,501020,Clothing Allowance - Classified," 2,725 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,501070,Pension - Civilian," 12,802 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,501090,Pension - Police," 132,141 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,501140,Third Party Disability B-Classified," 2,291 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,502010,FICA - Civilian," 5,804 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,502020,FICA - Classified," 2,684 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503010,Health Ins-Act Civilian," 21,853 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503015,Basic Life Insurance - Active Civilian, 41 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503020,Health Ins.Act-Classified," 29,413 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503025,Basic Life Insurance - Active Classified, 203 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503060,Long Term Disability-Civilian, 170 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503080,Workers Compensation-Classified-Admin, 780 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503090,Workers Compensation-Civilian-Admin, 400 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,504030,Unemployment Claims - Administration, 70 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,511055,Publications & Printed Materials, 20 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,511070,Miscellaneous Office Supplies ," 2,000 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,511150,Miscellaneous Parts & Supplies, 526 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,520765,Membership & Professional Fees, 315 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,520805,Education & Training," 3,918 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,520905,Travel - Training Related," 2,000 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,520910,Travel - Non-Training Related," 6,000 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,522430,Miscellaneous Other Services & Charges," 1,800 "
1000,General Fund,1000,Police Department,1000010011,HPD - Inspections,500010,Salary Base Pay - Civilian," 79,553 "
1000,General Fund,1000,Police Department,1000010011,HPD - Inspections,500020,Salary Base Pay - Classified," 1,016,309 "
1000,General Fund,1000,Police Department,1000010011,HPD - Inspections,500050,Sal-Edu/Incen-Classfd," 32,839 "
1000,General Fund,1000,Police Department,1000010011,HPD - Inspections,500060,Overtime - Civilian," 2,471 "
1000,General Fund,1000,Police Department,1000010011,HPD - Inspections,500070,Overtime - Classified," 9,048 "
1000,General Fund,1000,Police Department,1000010011,HPD - Inspections,500120,Bilingual Pay - Classified, 504 
1000,General Fund,1000,Police Department,1000010011,HPD - Inspections,500130,Equipment Allowance-Classified," 22,936 "
