Fund,Fund Name,Dept,Department,Cost Center,CC Name,Account,Description, FY2011 Budget 
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,503100,Workers Compensation-Civilian-Claim, 40 
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,503110,Workers Compensation-Classified-Claim," 1,180 "
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,504020,Compensation Contingency," 732,653 "
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,504030,Unemployment Claims, 700 
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,511055,Publications & Printed Materials, 30 
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,511070,Miscellaneous Office Supplies ," 1,490 "
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,511125,Food Supplies," 5,186 "
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,511150,Miscellaneous Parts & Supplies," 1,136 "
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,520765,Membership & Professional Fees," 1,080 "
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,520805,Education & Training," 2,000 "
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,520905,Travel - Training Related," 2,000 "
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,520910,Travel - Non-Training Related," 18,000 "
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,521610,Voice Services, 30 
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,521725,Other Rental," 2,000 "
1000,General Fund,1000,Police Department,1000010001,HPD-Chief of Police,522430,Miscellaneous Other Services & Charges," 3,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,500010,Salary Base Pay - Civilian," 2,522,554 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,500050,Sal-Edu/Incen-Classfd," 3,690 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,500060,Overtime - Civilian," 30,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,500110,Bilingual Pay - Civilian, 840 
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,500130,Equipment Allowance-Classified," 1,166 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,500160,Training Incent.-Classified," 4,806 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,501020,Clothing Allowance - Classified, 410 
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,501070,Pension - Civilian," 365,771 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,501090,Pension - Police," 12,020 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,501120,Termination Pay - Civilian," 8,400 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,501140,Third Party Disability B-Classified, 326 
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,501160,Vehicle Allowance - Civilian," 2,100 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,502010,FICA - Civilian," 190,640 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,502020,FICA - Classified, 151 
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,503010,Health Ins-Act Civilian," 300,205 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,503015,Basic Life Insurance - Active Civilian," 1,497 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,503060,Long Term Disability-Civilian," 3,825 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,503090,Workers Compensation-Civilian-Admin," 9,450 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,504030,Unemployment Claims," 1,575 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511045,Computer Supplies," 1,376 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511060,Postage," 148,600 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511070,Miscellaneous Office Supplies ," 5,711 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511090,Medical & Surgical Supplies," 1,286 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511115,Vehicle Repair & Maintenance Supplies," 6,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511125,Food Supplies," 3,086 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511150,Miscellaneous Parts & Supplies," 2,126 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520109,Medical Dental & Laboratory Services," 8,660 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520110,Management Consulting Services," 100,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520114,Miscellaneous Support Services," 82,170 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520122,Office Equipment Services," 15,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520127,Structural Construction Work Services," 7,500 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520510,Mail/Delivery Services," 1,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520515,Print Shop Services, 180 
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520520,Printing & Reproduction Services," 22,704 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520705,Insurance Fees," 483,685 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520765,Membership & Professional Fees, 470 
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520805,Education & Training," 7,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520815,Tuition Reimbursement," 917,818 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520905,Travel - Training Related," 3,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520910,Travel - Non-Training Related," 4,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,521715,Office Equipment Rental," 120,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,521725,Other Rental," 10,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,521730,Parking Space Rental," 37,680 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,522305,Freight Charges, 250 
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,522415,Banking Over/Short, 300 
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,522430,Miscellaneous Other Services & Charges," 7,900 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,522780,Interfund Photo Copy Services," 700,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,522795,Other Interfund Services," 400,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,551040,Non-Capital Other," 147,400 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500010,Salary Base Pay - Civilian," 782,780 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500020,Salary Base Pay - Classified," 604,161 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500050,Sal-Edu/Incen-Classfd," 46,400 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500060,Overtime - Civilian," 3,510 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500070,Overtime - Classified," 10,130 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500110,Bilingual Pay - Civilian, 830 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500130,Equipment Allowance-Classified," 16,066 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500160,Training Incent.-Classified," 50,266 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500190,Temporary Higher Class Pay, 240 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,501020,Clothing Allowance - Classified," 5,730 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,501070,Pension - Civilian," 113,504 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,501090,Pension - Police," 136,840 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,501140,Third Party Disability B-Classified," 4,186 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,502010,FICA - Civilian," 57,390 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,502020,FICA - Classified," 9,791 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503010,Health Ins-Act Civilian," 80,315 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503015,Basic Life Insurance - Active Civilian, 464 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503020,Health Ins.Act-Classified," 79,211 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503025,Basic Life Insurance - Active Classified, 356 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503060,Long Term Disability-Civilian, 935 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503080,Workers Compensation-Classified-Admin," 1,890 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503090,Workers Compensation-Civilian-Admin," 2,310 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,504030,Unemployment Claims, 385 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,511045,Computer Supplies," 2,006 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,511055,Publications & Printed Materials," 3,750 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,511070,Miscellaneous Office Supplies ," 1,000 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,511120,Clothing," 1,266 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,511150,Miscellaneous Parts & Supplies, 56 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,520107,Computer Info/Contr," 8,265 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,520110,Management Consulting Services," 100,000 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,520142,Classified C.S. Arbitration Cost ," 75,000 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,520765,Membership & Professional Fees, 370 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,520805,Education & Training," 2,000 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,520905,Travel - Training Related," 2,000 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,520910,Travel - Non-Training Related," 4,000 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,521905,Legal Services," 14,220 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,522430,Miscellaneous Other Services & Charges," 1,000 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500010,Salary Base Pay - Civilian," 1,632,515 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500020,Salary Base Pay - Classified," 1,031,267 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500040,Salary Assignment Pay - Classified," 3,650 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500050,Sal-Edu/Incen-Classfd," 37,990 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500060,Overtime - Civilian," 7,000 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500070,Overtime - Classified," 21,470 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500110,Bilingual Pay - Civilian," 4,930 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500120,Bilingual Pay - Classified," 7,140 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500130,Equipment Allowance-Classified," 33,846 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500160,Training Incent.-Classified," 115,076 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500190,Temporary Higher Class Pay, 210 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,501020,Clothing Allowance - Classified, 410 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,501070,Pension - Civilian," 236,715 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,501090,Pension - Police," 253,430 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,501140,Third Party Disability B-Classified," 8,906 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,502010,FICA - Civilian," 124,891 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,502020,FICA - Classified," 12,689 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503010,Health Ins-Act Civilian," 171,235 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503015,Basic Life Insurance - Active Civilian, 970 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503020,Health Ins.Act-Classified," 139,746 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503025,Basic Life Insurance - Active Classified, 607 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503060,Long Term Disability-Civilian," 2,635 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503080,Workers Compensation-Classified-Admin," 3,465 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503090,Workers Compensation-Civilian-Admin," 6,510 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503100,Workers Compensation-Civilian-Claim, 50 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,504030,Unemployment Claims," 1,085 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511040,Audiovisual Supplies," 2,836 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511045,Computer Supplies," 2,266 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511050,Paper & Printing Supplies, 186 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511055,Publications & Printed Materials, 336 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511070,Miscellaneous Office Supplies ," 8,800 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511125,Food Supplies, 806 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511150,Miscellaneous Parts & Supplies, 276 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,520114,Miscellaneous Support Services, 680 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,520520,Printing & Reproduction Services," 4,960 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,520765,Membership & Professional Fees," 1,000 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,520805,Education & Training," 3,000 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,520905,Travel - Training Related," 3,000 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,520910,Travel - Non-Training Related," 7,000 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,500010,Salary Base Pay - Civilian," 668,152 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,500060,Overtime - Civilian," 1,400 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,500110,Bilingual Pay - Civilian, 830 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,501070,Pension - Civilian," 96,883 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,501160,Vehicle Allowance - Civilian," 2,100 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,502010,FICA - Civilian," 49,001 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,503010,Health Ins-Act Civilian," 63,830 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,503015,Basic Life Insurance - Active Civilian, 395 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,503060,Long Term Disability-Civilian, 765 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,503090,Workers Compensation-Civilian-Admin," 1,890 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,504030,Unemployment Claims, 315 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,511070,Miscellaneous Office Supplies ," 3,600 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,511150,Miscellaneous Parts & Supplies, 136 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,520515,Print Shop Services, 210 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,520765,Membership & Professional Fees, 500 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,520805,Education & Training," 1,000 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,520905,Travel - Training Related," 5,000 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,520910,Travel - Non-Training Related," 2,000 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,521610,Voice Services," 1,640 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,521730,Parking Space Rental," 9,680 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,522430,Miscellaneous Other Services & Charges," 10,000 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500010,Salary Base Pay - Civilian," 65,326 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500020,Salary Base Pay - Classified," 281,697 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500050,Sal-Edu/Incen-Classfd," 16,820 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500060,Overtime - Civilian," 2,070 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500070,Overtime - Classified," 32,550 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500110,Bilingual Pay - Civilian, 830 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500120,Bilingual Pay - Classified," 1,890 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500130,Equipment Allowance-Classified," 6,176 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500160,Training Incent.-Classified," 25,466 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500190,Temporary Higher Class Pay, 650 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,501020,Clothing Allowance - Classified," 2,460 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,501070,Pension - Civilian," 9,472 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,501090,Pension - Police," 69,990 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,501140,Third Party Disability B-Classified," 1,596 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,502010,FICA - Civilian," 5,220 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,502020,FICA - Classified," 3,183 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503010,Health Ins-Act Civilian," 12,372 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503015,Basic Life Insurance - Active Civilian, 38 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503020,Health Ins.Act-Classified," 23,327 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503025,Basic Life Insurance - Active Classified, 167 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503060,Long Term Disability-Civilian, 170 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503080,Workers Compensation-Classified-Admin, 630 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503090,Workers Compensation-Civilian-Admin, 420 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,504030,Unemployment Claims, 70 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,511070,Miscellaneous Office Supplies ," 3,700 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,511130,Weapons Munitions & Supplies," 93,221 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,511150,Miscellaneous Parts & Supplies, 606 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,520765,Membership & Professional Fees, 420 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,520805,Education & Training," 6,000 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,520905,Travel - Training Related," 2,000 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,520910,Travel - Non-Training Related," 6,000 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,521725,Other Rental," 2,000 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500010,Salary Base Pay - Civilian," 986,661 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500020,Salary Base Pay - Classified," 4,567,873 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500040,Salary Assignment Pay - Classified," 2,380 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500050,Sal-Edu/Incen-Classfd," 167,120 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500060,Overtime - Civilian," 18,620 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500070,Overtime - Classified," 77,240 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500090,Premium Pay - Civilian," 8,376 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500110,Bilingual Pay - Civilian, 950 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500120,Bilingual Pay - Classified," 28,510 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500130,Equipment Allowance-Classified," 153,326 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500150,Shift Differential Pay-Classified," 71,620 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500160,Training Incent.-Classified," 510,796 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500170,Weekend Prem Pay-Classified," 65,560 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500190,Temporary Higher Class Pay," 1,220 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501020,Clothing Allowance - Classified," 13,510 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501070,Pension - Civilian," 143,069 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501090,Pension - Police," 1,183,270 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501110,Strategic Staffing-Classified, 270 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501140,Third Party Disability B-Classified," 39,846 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,502010,FICA - Civilian," 77,616 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,502020,FICA - Classified," 61,589 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503010,Health Ins-Act Civilian," 107,956 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503015,Basic Life Insurance - Active Civilian, 586 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503020,Health Ins.Act-Classified," 649,455 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503025,Basic Life Insurance - Active Classified," 2,691 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503060,Long Term Disability-Civilian," 1,870 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503080,Workers Compensation-Classified-Admin," 15,267 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503090,Workers Compensation-Civilian-Admin," 4,620 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503110,Workers Compensation-Classified-Claim, 90 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,504030,Unemployment Claims, 770 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,511070,Miscellaneous Office Supplies ," 1,200 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,511150,Miscellaneous Parts & Supplies, 526 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,520765,Membership & Professional Fees, 160 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,521610,Voice Services," 2,680 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,522430,Miscellaneous Other Services & Charges," 2,000 "
1000,General Fund,1000,Police Department,1000010009,HPD-Inspector General,500010,Salary Base Pay - Civilian," 467,227 "
1000,General Fund,1000,Police Department,1000010009,HPD-Inspector General,500020,Salary Base Pay - Classified," 1,260,025 "
1000,General Fund,1000,Police Department,1000010009,HPD-Inspector General,500050,Sal-Edu/Incen-Classfd," 42,100 "
