Fund,Fund Name,Dept,Department,Cost Center,CC Name,Account,Description, FY2010 Budget 
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,503090,Workers Compensation-Civilian-Admin," 12,286 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,503100,Workers Compensation-Civilian-Claim," 6,075 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,504030,Unemployment Claims," 2,043 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511045,Computer Supplies," 13,124 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511050,Paper & Printing Supplies," 2,032 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511055,Publications & Printed Materials," 3,150 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511060,Postage," 148,600 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511070,Miscellaneous Office Supplies ," 5,711 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511115,Vehicle Repair & Maintenance Supplies," 6,210 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511125,Food Supplies," 191,500 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,511150,Miscellaneous Parts & Supplies," 6,190 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520100,Temporary Personnel Services," 1,234,456 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520110,Management Consulting Services," 100,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520114,Miscellaneous Support Services," 116,549 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520124,Other Equipment Services," 1,020 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520127,Structural Construction Work Services," 7,500 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520510,Mail/Delivery Services," 1,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520515,Print Shop Services," 1,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520520,Printing & Reproduction Services," 1,554 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520605,Advertising Services," 2,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520705,Insurance Fees," 532,510 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520765,Membership & Professional Fees, 315 
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520805,Education & Training," 10,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520815,Tuition Reimbursement," 1,007,746 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520905,Travel - Training Related," 3,485 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,520910,Travel - Non-Training Related," 5,905 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,521405,Building Maintenance Services," 300,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,521610,Voice Services," 37,283 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,521725,Other Rental," 13,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,521730,Parking Space Rental," 50,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,522305,Freight Charges," 2,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,522415,Banking Over/Short, 300 
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,522430,Miscellaneous Other Services & Charges," 7,920 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,522780,Interfund Photo Copy Services," 669,302 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,522795,Other Interfund Services," 400,000 "
1000,General Fund,1000,Police Department,1000010002,HPD-Budget & Finance,532030,Transfers to Trans Debt Service  ," 615,081 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500010,Salary Base Pay - Civilian," 726,880 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500020,Salary Base Pay - Classified," 537,867 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500050,Sal-Edu/Incen-Classfd," 58,000 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500060,Overtime - Civilian," 3,330 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500070,Overtime - Classified," 13,739 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500110,Bilingual Pay - Civilian, 913 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500130,Equipment Allowance-Classified," 17,087 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500160,Training Incent.-Classified," 57,283 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,500190,Temporary Higher Class Pay, 600 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,501020,Clothing Allowance - Classified," 6,400 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,501070,Pension - Civilian," 106,849 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,501090,Pension - Police," 140,000 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,501140,Third Party Disability B-Classified," 4,608 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,502010,FICA - Civilian," 53,843 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,502020,FICA - Classified," 8,040 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503010,Health Ins-Act Civilian," 73,938 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503015,Basic Life Insurance - Active Civilian, 410 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503020,Health Ins.Act-Classified," 73,348 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503025,Basic Life Insurance - Active Classified, 316 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503060,Long Term Disability-Civilian, 918 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503080,Workers Compensation-Classified-Admin," 1,680 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503090,Workers Compensation-Civilian-Admin," 2,268 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503100,Workers Compensation-Civilian-Claim," 4,295 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,503110,Workers Compensation-Classified-Claim," 2,149 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,504030,Unemployment Claims, 378 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,511045,Computer Supplies," 1,010 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,511050,Paper & Printing Supplies," 2,000 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,511055,Publications & Printed Materials," 3,750 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,511150,Miscellaneous Parts & Supplies," 1,462 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,520107,Computer Info/Contr," 10,000 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,520142,Classified C.S. Arbitration Cost ," 75,000 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,520765,Membership & Professional Fees, 700 
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,520910,Travel - Non-Training Related," 10,000 "
1000,General Fund,1000,Police Department,1000010003,HPD- Legal Services,522430,Miscellaneous Other Services & Charges," 1,038 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500010,Salary Base Pay - Civilian," 1,336,504 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500020,Salary Base Pay - Classified," 1,455,671 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500040,Salary Assignment Pay - Classified, 138 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500050,Sal-Edu/Incen-Classfd," 60,000 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500060,Overtime - Civilian," 15,390 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500070,Overtime - Classified," 29,121 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500110,Bilingual Pay - Civilian," 4,729 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500120,Bilingual Pay - Classified," 9,943 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500130,Equipment Allowance-Classified," 44,506 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500150,Shift Differential Pay-Classified," 1,040 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500160,Training Incent.-Classified," 140,871 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500170,Weekend Prem Pay-Classified," 1,144 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,500190,Temporary Higher Class Pay," 3,289 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,501020,Clothing Allowance - Classified," 2,400 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,501070,Pension - Civilian," 196,463 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,501090,Pension - Police," 324,000 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,501120,Termination Pay - Civilian," 23,400 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,501140,Third Party Disability B-Classified," 12,576 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,502010,FICA - Civilian," 103,093 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,502020,FICA - Classified," 14,771 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503010,Health Ins-Act Civilian," 195,247 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503015,Basic Life Insurance - Active Civilian, 756 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503020,Health Ins.Act-Classified," 170,640 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503025,Basic Life Insurance - Active Classified, 857 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503060,Long Term Disability-Civilian," 2,297 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503080,Workers Compensation-Classified-Admin," 4,830 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503090,Workers Compensation-Civilian-Admin," 5,670 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503100,Workers Compensation-Civilian-Claim," 4,295 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,503110,Workers Compensation-Classified-Claim," 5,372 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,504030,Unemployment Claims, 945 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511040,Audiovisual Supplies," 2,041 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511045,Computer Supplies," 7,672 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511050,Paper & Printing Supplies," 8,064 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511055,Publications & Printed Materials," 9,500 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511070,Miscellaneous Office Supplies ," 11,849 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511095,Small Technical & Scientific Equipment," 1,000 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511125,Food Supplies, 700 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511145,Small Tools & Minor Equipment," 3,663 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,511150,Miscellaneous Parts & Supplies," 1,063 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,520114,Miscellaneous Support Services, 597 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,520122,Office Equipment Services," 1,500 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,520520,Printing & Reproduction Services," 1,554 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,520605,Advertising Services," 2,000 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,520765,Membership & Professional Fees, 955 
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,520910,Travel - Non-Training Related," 7,000 "
1000,General Fund,1000,Police Department,1000010004,HPD-Public Affairs,521725,Other Rental," 4,700 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,500010,Salary Base Pay - Civilian," 631,916 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,500060,Overtime - Civilian," 1,440 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,500110,Bilingual Pay - Civilian, 913 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,501070,Pension - Civilian," 92,891 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,501120,Termination Pay - Civilian, 321 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,501160,Vehicle Allowance - Civilian," 4,200 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,502010,FICA - Civilian," 46,509 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,503010,Health Ins-Act Civilian," 91,687 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,503015,Basic Life Insurance - Active Civilian, 352 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,503060,Long Term Disability-Civilian, 791 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,503090,Workers Compensation-Civilian-Admin," 1,953 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,503100,Workers Compensation-Civilian-Claim," 4,295 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,503110,Workers Compensation-Classified-Claim," 16,115 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,504030,Unemployment Claims, 326 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,511045,Computer Supplies, 202 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,511070,Miscellaneous Office Supplies ," 3,625 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,511125,Food Supplies, 500 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,511150,Miscellaneous Parts & Supplies," 1,997 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,520765,Membership & Professional Fees, 500 
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,520905,Travel - Training Related," 5,139 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,520910,Travel - Non-Training Related," 1,995 "
1000,General Fund,1000,Police Department,1000010005,HPD-Public Safety,522430,Miscellaneous Other Services & Charges," 10,894 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500010,Salary Base Pay - Civilian," 63,040 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500020,Salary Base Pay - Classified," 273,676 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500050,Sal-Edu/Incen-Classfd," 20,000 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500060,Overtime - Civilian," 3,150 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500070,Overtime - Classified," 330,042 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500110,Bilingual Pay - Civilian, 913 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500120,Bilingual Pay - Classified," 2,028 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500130,Equipment Allowance-Classified," 6,408 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500160,Training Incent.-Classified," 25,229 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,500190,Temporary Higher Class Pay," 1,638 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,501020,Clothing Allowance - Classified," 2,400 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,501070,Pension - Civilian," 9,267 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,501090,Pension - Police," 67,000 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,501140,Third Party Disability B-Classified," 1,728 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,502010,FICA - Civilian," 5,160 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,502020,FICA - Classified," 7,107 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503010,Health Ins-Act Civilian," 11,834 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503015,Basic Life Insurance - Active Civilian, 36 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503020,Health Ins.Act-Classified," 22,303 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503025,Basic Life Insurance - Active Classified, 161 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503060,Long Term Disability-Civilian, 170 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503080,Workers Compensation-Classified-Admin, 630 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503090,Workers Compensation-Civilian-Admin, 420 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503100,Workers Compensation-Civilian-Claim," 4,295 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,503110,Workers Compensation-Classified-Claim," 5,372 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,504030,Unemployment Claims, 70 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,511040,Audiovisual Supplies," 2,041 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,511045,Computer Supplies," 1,010 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,511055,Publications & Printed Materials," 1,000 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,511070,Miscellaneous Office Supplies ," 6,707 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,511130,Weapons Munitions & Supplies," 137,956 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,511150,Miscellaneous Parts & Supplies, 332 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,520122,Office Equipment Services, 500 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,520520,Printing & Reproduction Services," 1,036 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,520765,Membership & Professional Fees, 420 
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,520805,Education & Training," 6,000 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,520905,Travel - Training Related," 2,000 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,520910,Travel - Non-Training Related," 4,000 "
1000,General Fund,1000,Police Department,1000010006,HPD-Admin. Ops.,521725,Other Rental," 9,000 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500010,Salary Base Pay - Civilian," 1,185,936 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500020,Salary Base Pay - Classified," 5,044,935 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500050,Sal-Edu/Incen-Classfd," 205,000 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500060,Overtime - Civilian," 25,470 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500070,Overtime - Classified," 104,784 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500090,Premium Pay - Civilian," 16,340 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500110,Bilingual Pay - Civilian," 3,230 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500120,Bilingual Pay - Classified," 34,115 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500130,Equipment Allowance-Classified," 167,626 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500150,Shift Differential Pay-Classified," 39,092 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500160,Training Incent.-Classified," 530,844 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500170,Weekend Prem Pay-Classified," 46,941 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,500190,Temporary Higher Class Pay," 8,683 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501020,Clothing Allowance - Classified," 19,200 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501070,Pension - Civilian," 174,333 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501090,Pension - Police," 1,238,000 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501110,Strategic Staffing-Classified," 35,806 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501120,Termination Pay - Civilian," 5,085 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,501140,Third Party Disability B-Classified," 37,232 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,502010,FICA - Civilian," 93,139 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,502020,FICA - Classified," 61,379 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503010,Health Ins-Act Civilian," 161,665 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503015,Basic Life Insurance - Active Civilian, 665 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503020,Health Ins.Act-Classified," 677,359 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503025,Basic Life Insurance - Active Classified," 2,970 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503060,Long Term Disability-Civilian," 2,185 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503080,Workers Compensation-Classified-Admin," 17,220 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503090,Workers Compensation-Civilian-Admin," 5,397 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis,503100,Workers Compensation-Civilian-Claim," 8,589 "
