Fund,Fund Name,Dept,Department,Cost Center,CC Name,Account,Description, FY2013 Budget 
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,500020,Salary Base Pay - Classified," 84,016 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,500060,Overtime - Civilian," 29,302 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,500110,Bilingual Pay - Civilian, 954 
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,501070,Pension - Civilian," 531,528 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,501090,Pension - Police," 21,920 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,501120,Termination Pay - Civilian," 128,400 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,501160,Vehicle Allowance - Civilian," 2,100 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,502010,FICA - Civilian," 147,853 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,502020,FICA - Classified," 1,218 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,503010,Health Ins-Act Civilian," 357,391 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,503015,Basic Life Insurance - Active Civilian," 1,465 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,503020,Health Ins.Act-Classified," 16,420 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,503025,Basic Life Insurance - Active Classified, 50 
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,503060,Long Term Disability-Civilian," 3,726 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,503080,Workers Compensation-Classified-Admin, 239 
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,503090,Workers Compensation-Civilian-Admin," 10,478 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,504030,Unemployment Claims - Administration," 1,470 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,511045,Computer Supplies," 1,376 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,511060,Postage," 152,469 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,511070,Miscellaneous Office Supplies ," 7,940 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,511085,Drugs & Medical Chemicals," 5,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,511090,Medical & Surgical Supplies," 1,286 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,511115,Vehicle Repair & Maintenance Supplies," 6,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,511125,Food Supplies," 3,086 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,511150,Miscellaneous Parts & Supplies," 13,207 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520107,Computer Info/Contr," 386,560 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520109,Medical Dental & Laboratory Services," 8,660 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520110,Management Consulting Services," 100,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520114,Miscellaneous Support Services," 89,880 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520115,Real Estate Lease/Office Rental," 230,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520122,Office Equipment Services," 200,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520123,Vehicle & Motor Equipment Services," 389,352 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520124,Other Equipment Services," 164,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520127,Structural Construction Work Services," 7,500 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520510,Mail/Delivery Services," 1,500 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520515,Print Shop Services, 180 
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520520,Printing & Reproduction Services," 22,704 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520705,Insurance Fees," 534,842 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520765,Membership & Professional Fees, 470 
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520805,Education & Training," 4,571 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520815,Tuition Reimbursement," 794,496 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520905,Travel - Training Related," 3,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,520910,Travel - Non-Training Related," 4,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,521715,Office Equipment Rental," 120,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,521725,Other Rental," 17,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,521730,Parking Space Rental," 394,680 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522305,Freight Charges, 250 
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522430,Miscellaneous Other Services & Charges," 7,900 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522722,KRONOS Service Chargeback," 261,988 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522723,Drainage Fee Service Chargeback," 146,709 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522780,Interfund Photo Copy Services," 505,847 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522795,Other Interfund Services," 500,000 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,522840,Interfund Permit Center Rent Chargeback," 144,187 "
1000,General Fund,1000,Police Department,1000010002,HPD - Budget & Finance,551040,Non-Capital Other," 140,000 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500010,Salary Base Pay - Civilian," 609,372 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500020,Salary Base Pay - Classified," 613,219 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500050,Sal-Edu/Incen-Classfd," 51,707 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500060,Overtime - Civilian," 3,428 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500070,Overtime - Classified," 7,477 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500110,Bilingual Pay - Civilian, 943 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500130,Equipment Allowance-Classified," 15,895 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500160,Training Incent.-Classified," 53,320 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,500190,Temporary Higher Class Pay, 458 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,501020,Clothing Allowance - Classified," 6,800 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,501070,Pension - Civilian," 130,405 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,501090,Pension - Police," 457,606 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,501140,Third Party Disability B-Classified," 5,159 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,502010,FICA - Civilian," 46,952 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,502020,FICA - Classified," 8,638 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503010,Health Ins-Act Civilian," 68,398 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503015,Basic Life Insurance - Active Civilian, 363 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503020,Health Ins.Act-Classified," 117,663 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503025,Basic Life Insurance - Active Classified, 364 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503060,Long Term Disability-Civilian, 850 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503080,Workers Compensation-Classified-Admin," 2,390 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,503090,Workers Compensation-Civilian-Admin," 2,390 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,504030,Unemployment Claims - Administration, 315 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,511045,Computer Supplies," 2,006 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,511055,Publications & Printed Materials," 3,750 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,511070,Miscellaneous Office Supplies ," 1,000 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,511120,Clothing," 1,266 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,511150,Miscellaneous Parts & Supplies, 56 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,520107,Computer Info/Contr," 8,265 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,520142,Classified C.S. Arbitration Cost ," 75,000 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,520765,Membership & Professional Fees, 370 
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,520805,Education & Training," 1,306 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,520905,Travel - Training Related," 2,000 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,520910,Travel - Non-Training Related," 4,000 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,521905,Legal Services," 14,220 "
1000,General Fund,1000,Police Department,1000010003,HPD - Legal Services,522430,Miscellaneous Other Services & Charges," 1,000 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500010,Salary Base Pay - Civilian," 1,570,161 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500020,Salary Base Pay - Classified," 1,326,348 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500040,Salary Assignment Pay - Classified," 5,811 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500050,Sal-Edu/Incen-Classfd," 39,217 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500060,Overtime - Civilian," 11,337 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500070,Overtime - Classified," 15,848 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500110,Bilingual Pay - Civilian," 5,601 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500120,Bilingual Pay - Classified," 7,486 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500130,Equipment Allowance-Classified," 33,487 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500160,Training Incent.-Classified," 111,417 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,500190,Temporary Higher Class Pay, 402 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,501070,Pension - Civilian," 336,016 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,501090,Pension - Police," 274,438 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,501140,Third Party Disability B-Classified," 10,978 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,502010,FICA - Civilian," 107,201 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,502020,FICA - Classified," 14,790 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503010,Health Ins-Act Civilian," 241,468 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503015,Basic Life Insurance - Active Civilian, 930 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503020,Health Ins.Act-Classified," 209,549 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503025,Basic Life Insurance - Active Classified, 780 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503060,Long Term Disability-Civilian," 2,458 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503080,Workers Compensation-Classified-Admin," 5,019 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503090,Workers Compensation-Civilian-Admin," 6,912 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,503100,Workers Compensation-Civilian-Claim, 50 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,504030,Unemployment Claims - Administration, 980 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511040,Audiovisual Supplies," 2,836 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511045,Computer Supplies," 2,266 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511050,Paper & Printing Supplies, 186 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511055,Publications & Printed Materials, 336 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511070,Miscellaneous Office Supplies ," 8,800 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511125,Food Supplies, 806 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,511150,Miscellaneous Parts & Supplies, 276 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,520114,Miscellaneous Support Services, 680 
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,520520,Printing & Reproduction Services," 4,960 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,520765,Membership & Professional Fees," 1,000 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,520805,Education & Training," 1,959 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,520905,Travel - Training Related," 3,000 "
1000,General Fund,1000,Police Department,1000010004,HPD - Public Affairs,520910,Travel - Non-Training Related," 7,000 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,500010,Salary Base Pay - Civilian," 453,134 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,500060,Overtime - Civilian," 1,367 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,500110,Bilingual Pay - Civilian, 943 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,501070,Pension - Civilian," 96,971 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,501160,Vehicle Allowance - Civilian," 2,100 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,502010,FICA - Civilian," 19,185 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,503010,Health Ins-Act Civilian," 30,301 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,503015,Basic Life Insurance - Active Civilian, 268 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,503060,Long Term Disability-Civilian, 425 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,503090,Workers Compensation-Civilian-Admin," 1,195 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,504030,Unemployment Claims - Administration, 175 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,511070,Miscellaneous Office Supplies ," 3,600 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,511150,Miscellaneous Parts & Supplies, 136 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,520515,Print Shop Services, 210 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,520765,Membership & Professional Fees, 500 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,520805,Education & Training, 653 
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,520905,Travel - Training Related," 5,000 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,520910,Travel - Non-Training Related," 2,000 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,521610,Voice Services," 1,640 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,521730,Parking Space Rental," 9,680 "
1000,General Fund,1000,Police Department,1000010005,HPD - Public Safety,522430,Miscellaneous Other Services & Charges," 10,000 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500010,Salary Base Pay - Civilian," 828,351 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500020,Salary Base Pay - Classified," 4,768,524 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500040,Salary Assignment Pay - Classified," 3,790 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500050,Sal-Edu/Incen-Classfd," 172,523 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500060,Overtime - Civilian," 18,187 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500070,Overtime - Classified," 67,324 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500090,Premium Pay - Civilian," 8,630 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500110,Bilingual Pay - Civilian," 1,079 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500120,Bilingual Pay - Classified," 29,896 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500130,Equipment Allowance-Classified," 151,701 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500150,Shift Differential Pay-Classified," 71,620 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500160,Training Incent.-Classified," 494,559 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500170,Weekend Prem Pay-Classified," 61,308 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,500190,Temporary Higher Class Pay," 2,340 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,501020,Clothing Allowance - Classified," 12,000 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,501070,Pension - Civilian," 177,268 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,501090,Pension - Police," 1,281,362 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,501140,Third Party Disability B-Classified," 49,121 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,502010,FICA - Civilian," 65,503 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,502020,FICA - Classified," 64,034 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,503010,Health Ins-Act Civilian," 77,741 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,503015,Basic Life Insurance - Active Civilian, 494 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,503020,Health Ins.Act-Classified," 783,699 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,503025,Basic Life Insurance - Active Classified," 2,810 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,503060,Long Term Disability-Civilian," 1,360 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,503080,Workers Compensation-Classified-Admin," 17,925 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,503090,Workers Compensation-Civilian-Admin," 3,824 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,503110,Workers Compensation-Classified-Claim," 2,220 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,504030,Unemployment Claims - Administration," 14,550 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,511070,Miscellaneous Office Supplies ," 1,200 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,511150,Miscellaneous Parts & Supplies, 526 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,520765,Membership & Professional Fees, 160 
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,521610,Voice Services," 2,680 "
1000,General Fund,1000,Police Department,1000010008,HPD - Crime Analysis & Command Center,522430,Miscellaneous Other Services & Charges," 2,000 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500010,Salary Base Pay - Civilian," 72,630 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500020,Salary Base Pay - Classified," 354,568 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500040,Salary Assignment Pay - Classified, 398 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500050,Sal-Edu/Incen-Classfd," 38,353 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500060,Overtime - Civilian," 3,907 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500070,Overtime - Classified," 7,086 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500110,Bilingual Pay - Civilian, 943 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500130,Equipment Allowance-Classified," 14,965 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500160,Training Incent.-Classified," 55,667 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,500190,Temporary Higher Class Pay," 3,458 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,501020,Clothing Allowance - Classified," 3,200 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,501070,Pension - Civilian," 15,543 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,501090,Pension - Police," 169,514 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,501140,Third Party Disability B-Classified," 2,620 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,502010,FICA - Civilian," 5,927 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,502020,FICA - Classified," 2,909 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503010,Health Ins-Act Civilian," 18,308 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503015,Basic Life Insurance - Active Civilian, 42 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503020,Health Ins.Act-Classified," 34,515 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503025,Basic Life Insurance - Active Classified, 209 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503060,Long Term Disability-Civilian, 170 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503080,Workers Compensation-Classified-Admin, 956 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,503090,Workers Compensation-Civilian-Admin, 478 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,504030,Unemployment Claims - Administration, 70 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,511055,Publications & Printed Materials, 20 
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,511070,Miscellaneous Office Supplies ," 2,000 "
1000,General Fund,1000,Police Department,1000010010,HPD - Strategic Operations Command,511150,Miscellaneous Parts & Supplies, 526 
